Name,Type,Level,Race,Attribute,ATK,DEF,Collected
Brave Scizzar,Normal Monster,4,Machine,DARK,1300,1000,TRUE
Evolzar Laggia,XYZ Monster,4,Dragon,FIRE,2400,2000,FALSE
Mermail Abyssdine,Effect Monster,3,Aqua,WATER,1000,200,TRUE
Atlantean Dragoons,Effect Monster,4,Sea Serpent,WATER,1800,0,FALSE
D - Formation,Spell Card,,Continuous,,,,TRUE
Fusion Substitute,Spell Card,,Normal,,,,FALSE
Eria the Water Charmer,Flip Effect Monster,3,Spellcaster,WATER,500,1500,TRUE
Guardian Elma,Effect Monster,3,Fairy,WIND,1300,1200,FALSE
Mermail Abyssgaios,XYZ Monster,7,Aqua,WATER,2800,1600,TRUE
Silent Swordsman LV5,Effect Monster,5,Warrior,LIGHT,2300,1000,FALSE
Zoodiac Boarbow,XYZ Monster,4,Beast-Warrior,EARTH,0,0,TRUE
Spell Chronicle,Spell Card,,Continuous,,,,FALSE
Frightfur March,Trap Card,,Counter,,,,TRUE
Black Ray Lancer,XYZ Monster,3,Beast-Warrior,DARK,2100,600,FALSE
Scrap Sheen,Spell Card,,Quick-Play,,,,TRUE
Cactus Fighter,Effect Monster,4,Plant,EARTH,1900,400,FALSE
Needle Token,Token,,Plant,,,,TRUE
Covering Fire,Trap Card,,Normal,,,,FALSE
Worm Zero,Fusion Monster,10,Reptile,LIGHT,0,0,TRUE
Malefic Parallel Gear,Tuner Monster,2,Machine,DARK,0,0,FALSE
Hand Destruction,Spell Card,,Quick-Play,,,,TRUE
"Metaion, the Timelord",Effect Monster,10,Fairy,FIRE,0,0,FALSE
Koa'ki Meiru Sea Panther,Effect Monster,4,Sea Serpent,WATER,1900,1200,TRUE
Dinomist Eruption,Trap Card,,Normal,,,,FALSE
PSY-Framelord Omega,Synchro Monster,8,Psychic,LIGHT,2800,2200,TRUE
Mystic Swordsman LV4,Effect Monster,4,Warrior,EARTH,1900,1600,FALSE
Heroic Champion - Kusanagi,XYZ Monster,4,Warrior,EARTH,2500,2400,TRUE
Turnabout,Trap Card,,Normal,,,,FALSE
Octoberser,Normal Monster,5,Aqua,WATER,1600,1400,TRUE
Madolche Puddingcess,Effect Monster,5,Fairy,EARTH,1000,1000,FALSE
Vylon Material,Spell Card,,Equip,,,,TRUE
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000,FALSE
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000,TRUE
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000,FALSE
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000,TRUE
Red-Eyes B. Dragon,Normal Monster,7,Dragon,DARK,2400,2000,FALSE
Re-Fusion,Spell Card,,Equip,,,,TRUE
DNA Surgery,Trap Card,,Continuous,,,,FALSE
Punished Eagle,Fusion Monster,6,Winged Beast,WIND,2100,1800,TRUE
Elemental HERO Terra Firma,Fusion Monster,8,Warrior,EARTH,2500,2000,FALSE
Dark Mimic LV1,Flip Effect Monster,1,Fiend,DARK,100,1000,TRUE
Landoise's Luminous Moss,Spell Card,,Normal,,,,FALSE
Xyz Reception,Spell Card,,Normal,,,,TRUE
Batteryman Fuel Cell,Effect Monster,6,Thunder,LIGHT,2100,0,FALSE
Level Tuning,Spell Card,,Normal,,,,TRUE
El Shaddoll Shekhinaga,Fusion Monster,10,Machine,EARTH,2600,3000,FALSE
Inferno,Effect Monster,4,Pyro,FIRE,1100,1900,TRUE
H - Heated Heart,Spell Card,,Normal,,,,FALSE
Frightfur Sanctuary,Spell Card,,Continuous,,,,TRUE
Sky Scourge Invicil,Effect Monster,6,Fairy,EARTH,2200,1600,FALSE
Rekindling,Spell Card,,Normal,,,,TRUE
Monster Reincarnation,Spell Card,,Normal,,,,FALSE
Phantom Gryphon,Normal Monster,4,Winged Beast,WIND,2000,0,TRUE
Overlay Capture,Spell Card,,Normal,,,,FALSE
Zekt Conversion,Trap Card,,Normal,,,,TRUE
Junk Destroyer,Synchro Monster,8,Warrior,EARTH,2600,2500,FALSE
Ra's Disciple,Effect Monster,4,Fairy,LIGHT,1100,600,TRUE
Stardust Warrior,Synchro Monster,10,Warrior,WIND,3000,2500,FALSE
Forced Requisition,Trap Card,,Continuous,,,,TRUE
Pendulum Rising,Spell Card,,Normal,,,,FALSE
Testudo erat Numen,Effect Monster,1,Aqua,WATER,0,1800,TRUE
Hecatrice,Effect Monster,4,Fairy,LIGHT,1500,1100,FALSE
Cross-Sword Beetle,Effect Monster,4,Insect,WIND,1800,1200,TRUE
Sweet Corn,Effect Monster,2,Plant,EARTH,0,0,FALSE
Grain Corn Token,Token,,Plant,,,,TRUE
Spell Power Grasp,Spell Card,,Normal,,,,FALSE
Clock Tower Prison,Spell Card,,Field,,,,TRUE
Emissary of the Afterlife,Effect Monster,4,Fiend,DARK,1600,600,FALSE
Harpie Queen,Effect Monster,4,Winged Beast,WIND,1900,1200,TRUE
Scramble Egg,Trap Card,,Normal,,,,FALSE
"Aztekipede, the Worm Warrior",Effect Monster,4,Insect,EARTH,1900,400,TRUE
Synchro Ejection,Trap Card,,Normal,,,,FALSE
Cobraman Sakuzy,Effect Monster,3,Reptile,EARTH,800,1400,TRUE
Legendary Six Samurai - Enishi,Effect Monster,4,Warrior,LIGHT,1700,700,FALSE
Brotherhood of the Fire Fist - Snake,Effect Monster,4,Beast-Warrior,FIRE,1800,600,TRUE
Hero Mask,Spell Card,,Normal,,,,FALSE
Victoria,Effect Monster,4,Fairy,LIGHT,1800,1500,TRUE
Mermail Abyssbalaen,Effect Monster,7,Aqua,WATER,2500,2000,FALSE
Dark Burning Magic,Spell Card,,Quick-Play,,,,TRUE
"Master Pendulum, the Dracoslayer",Pendulum Normal Monster,4,Dragon,LIGHT,1950,0,FALSE
Scanner,Effect Monster,1,Machine,LIGHT,0,0,TRUE
Guardian Statue,Effect Monster,4,Rock,EARTH,800,1400,FALSE
Overlay Booster,Effect Monster,5,Warrior,LIGHT,2000,0,TRUE
Blazing Mirror Force,Trap Card,,Normal,,,,FALSE
Bird of Roses,Effect Monster,4,Plant,WIND,1800,1500,TRUE
Moisture Creature,Effect Monster,9,Fairy,LIGHT,2800,2900,FALSE
Invoked Mechaba,Fusion Monster,9,Machine,LIGHT,2500,2100,TRUE
Dark Highlander,Synchro Monster,7,Fiend,DARK,2800,2300,FALSE
Valkyrion the Magna Warrior,Effect Monster,8,Rock,EARTH,3500,3850,TRUE
Petit Dragon,Normal Monster,2,Dragon,WIND,600,700,FALSE
Graydle Split,Trap Card,,Normal,,,,TRUE
Madolche Chouxvalier,Effect Monster,4,Warrior,EARTH,1700,1300,FALSE
Ghostrick Alucard,XYZ Monster,3,Zombie,DARK,1800,1600,TRUE
Total Defense Shogun,Effect Monster,6,Warrior,DARK,1550,2500,FALSE
Pandemonium Watchbear,Effect Monster,4,Beast,DARK,1300,1800,TRUE
Enchanting Mermaid,Normal Monster,3,Fish,WATER,1200,900,FALSE
Amulet Dragon,Fusion Monster,8,Dragon,DARK,2900,2500,TRUE
Megazowler,Normal Monster,6,Dinosaur,EARTH,1800,2000,FALSE
Mind Haxorz,Trap Card,,Normal,,,,TRUE
Release Restraint,Spell Card,,Normal,,,,FALSE
Dododo Swordsman,Effect Monster,8,Warrior,EARTH,0,3000,TRUE
PSY-Framegear Alpha,Tuner Monster,1,Psychic,LIGHT,500,0,FALSE
Elemental HERO Woodsman,Effect Monster,4,Warrior,EARTH,1000,2000,TRUE
Ritual Beast's Bond,Spell Card,,Quick-Play,,,,FALSE
Mid Shield Gardna,Effect Monster,4,Warrior,EARTH,100,1800,TRUE
Blackwing - Sirocco the Dawn,Effect Monster,5,Winged Beast,DARK,2000,900,FALSE
Master  Expert,Normal Monster,4,Beast,EARTH,1200,1000,TRUE
Gold Sarcophagus,Spell Card,,Normal,,,,FALSE
Vicious Claw,Spell Card,,Equip,,,,TRUE
Evil Token,Token,,Fiend,,,,FALSE
Six Style - Dual Wield,Trap Card,,Normal,,,,TRUE
Psychic Blade,Spell Card,,Equip,,,,FALSE
Cyber Soldier of Darkworld,Normal Monster,4,Machine,DARK,1400,1200,TRUE
Flint,Spell Card,,Equip,,,,FALSE
Princess Cologne,XYZ Monster,4,Fairy,LIGHT,500,2200,TRUE
Faith Bird,Normal Monster,4,Winged Beast,WIND,1500,1100,FALSE
One-Eyed Skill Gainer,XYZ Monster,4,Warrior,LIGHT,2500,2600,TRUE
Tricky Spell 4,Spell Card,,Quick-Play,,,,FALSE
Tricky Token,Token,,Spellcaster,,,,TRUE
Synchar,Normal Monster,3,Beast,EARTH,800,900,FALSE
Metal Detector,Trap Card,,Normal,,,,TRUE
Double Cyclone,Spell Card,,Quick-Play,,,,FALSE
Snapdragon,Effect Monster,2,Plant,EARTH,300,100,TRUE
Memory Crush King,Effect Monster,5,Fiend,DARK,2000,0,FALSE
Grinder Golem,Effect Monster,8,Fiend,DARK,3000,300,TRUE
Grinder Token,Token,,Fiend,,,,FALSE
Meklord Army of Skiel,Effect Monster,4,Machine,WIND,1200,1000,TRUE
Hino-Kagu-Tsuchi,Spirit Monster,8,Pyro,FIRE,2800,2900,FALSE
Morphtronic Slingen,Effect Monster,4,Machine,WIND,1200,800,TRUE
Vylon Epsilon,Synchro Monster,8,Fairy,LIGHT,2800,1200,FALSE
Harpies' Hunting Ground,Spell Card,,Field,,,,TRUE
Photon Alexandra Queen,XYZ Monster,4,Warrior,LIGHT,2400,1200,FALSE
Horus the Black Flame Dragon LV4,Effect Monster,4,Dragon,FIRE,1600,1000,TRUE
Madolche Tea Break,Trap Card,,Counter,,,,FALSE
Bujintei Susanowo,XYZ Monster,4,Beast-Warrior,LIGHT,2400,1600,TRUE
LaMoon,Normal Monster,5,Spellcaster,LIGHT,1200,1700,FALSE
Satellarknight Deneb,Effect Monster,4,Warrior,LIGHT,1500,1000,TRUE
Vylon Sphere,Tuner Monster,1,Machine,LIGHT,400,400,FALSE
Archfiend Marmot of Nefariousness,Normal Monster,2,Beast,EARTH,400,600,TRUE
Trap Hole of Spikes,Trap Card,,Normal,,,,FALSE
Princess Pikeru,Effect Monster,4,Spellcaster,LIGHT,2000,0,TRUE
Super Robolady,Fusion Monster,6,Machine,EARTH,1200,500,FALSE
B.E.S. Big Core MK-2,Effect Monster,6,Machine,FIRE,2400,1100,TRUE
Deskbot 003,Effect Monster,3,Machine,EARTH,500,500,FALSE
Witch Doctor of Chaos,Flip Effect Monster,2,Spellcaster,DARK,500,500,TRUE
Warrior Dai Grepher,Normal Monster,4,Warrior,EARTH,1700,1600,FALSE
Short Circuit,Spell Card,,Normal,,,,TRUE
Butterflyoke,Trap Card,,Normal,,,,FALSE
Lavalval Dragon,Synchro Monster,5,Dragon,FIRE,2000,1100,TRUE
Bad Luck Blast,Trap Card,,Normal,,,,FALSE
Doom Dozer,Effect Monster,8,Insect,EARTH,2800,2600,TRUE
Helpoemer,Effect Monster,5,Fiend,DARK,2000,1400,FALSE
Dragon Dowser,Effect Monster,4,Wyrm,EARTH,1500,1500,TRUE
Throwstone Unit,Effect Monster,4,Warrior,EARTH,900,2000,FALSE
ZW - Unicorn Spear,Effect Monster,4,Beast,LIGHT,1900,0,TRUE
Cyber Petit Angel,Effect Monster,2,Fairy,LIGHT,300,200,FALSE
Sparks,Spell Card,,Normal,,,,TRUE
Revolving Switchyard,Spell Card,,Field,,,,FALSE
Spell Reclamation,Trap Card,,Normal,,,,TRUE
Disenchanter,Effect Monster,5,Spellcaster,LIGHT,2000,2300,FALSE
Hitotsu-Me Giant,Normal Monster,4,Beast-Warrior,EARTH,1200,1000,TRUE
Darklon,Effect Monster,1,Fiend,DARK,100,100,FALSE
Golden Flying Fish,Effect Monster,4,Fish,LIGHT,1700,1000,TRUE
Meda Bat,Normal Monster,2,Fiend,DARK,800,400,FALSE
Lifeforce Harmonizer,Effect Monster,2,Psychic,WIND,800,400,TRUE
Dragon Buster Destruction Sword,Tuner Monster,1,Dragon,DARK,400,300,FALSE
Black Potan,Effect Monster,1,Fiend,DARK,200,100,TRUE
Advance Zone,Spell Card,,Continuous,,,,FALSE
Sengenjin,Normal Monster,8,Beast-Warrior,EARTH,2750,2500,TRUE
Destiny End Dragoon,Fusion Monster,10,Warrior,DARK,3000,3000,FALSE
Soul Demolition,Trap Card,,Continuous,,,,TRUE
The Rock Spirit,Effect Monster,4,Rock,EARTH,1700,1000,FALSE
Mine Golem,Effect Monster,3,Rock,EARTH,1000,1900,TRUE
Mimir of the Nordic Ascendant,Effect Monster,2,Fairy,DARK,600,0,FALSE
Crystron Ametrix,Synchro Monster,5,Machine,WATER,2500,1500,TRUE
Evigishki Merrowgeist,XYZ Monster,4,Aqua,WATER,2100,1600,FALSE
Trojan Gladiator Beast,Trap Card,,Normal,,,,TRUE
Assault Counter,Trap Card,,Counter,,,,FALSE
CXyz Battleship Cherry Blossom,XYZ Monster,4,Plant,EARTH,2400,2000,TRUE
Gillagillancer,Effect Monster,6,Warrior,EARTH,2200,800,FALSE
Puny Penguin,Effect Monster,1,Aqua,WATER,400,200,TRUE
HERO's Bond,Spell Card,,Normal,,,,FALSE
Disk Magician,Normal Monster,4,Machine,DARK,1350,1000,TRUE
Volcanic Rocket,Effect Monster,4,Pyro,FIRE,1900,1400,FALSE
Superheavy Samurai Ninja Sarutobi,Synchro Monster,8,Machine,EARTH,2000,2800,TRUE
Majesty's Pegasus,Spell Card,,Field,,,,FALSE
Krokodilus,Normal Monster,4,Reptile,WATER,1100,1200,TRUE
Xing Zhen Hu,Trap Card,,Continuous,,,,FALSE
Infinity Dark,Gemini Monster,4,Fiend,DARK,1500,1200,TRUE
Bottomless Shifting Sand,Trap Card,,Continuous,,,,FALSE
Poison Fangs,Spell Card,,Continuous,,,,TRUE
Gimmick Puppet Des Troy,Effect Monster,4,Machine,DARK,1200,2000,FALSE
Red Wyvern,Synchro Monster,6,Dragon,FIRE,2400,2000,TRUE
Alien Infiltrator,Effect Monster,2,Reptile,EARTH,800,500,FALSE
Battlin' Boxer Cheat Commissioner,XYZ Monster,3,Warrior,FIRE,0,1300,TRUE
Dark Tinker,Tuner Monster,2,Fiend,DARK,1000,1300,FALSE
Gem-Knight Ruby,Fusion Monster,6,Pyro,EARTH,2500,1300,TRUE
Kairyu-Shin,Normal Monster,5,Sea Serpent,WATER,1800,1500,FALSE
TG1-EM1,Trap Card,,Normal,,,,TRUE
Ally of Justice Nullfier,Effect Monster,4,Machine,DARK,1600,1200,FALSE
Pendulum Back,Trap Card,,Normal,,,,TRUE
Worm Ugly,Effect Monster,1,Reptile,LIGHT,100,100,FALSE
Yamatano Dragon Scroll,Normal Monster,2,Dragon,WIND,900,300,TRUE
Spell of Pain,Spell Card,,Quick-Play,,,,FALSE
Tyrant's Tirade,Trap Card,,Continuous,,,,TRUE
Igknight Reload,Spell Card,,Quick-Play,,,,FALSE
Pyramid Energy,Spell Card,,Quick-Play,,,,TRUE
Cyber Gymnast,Effect Monster,4,Warrior,EARTH,800,1800,FALSE
Chaos Seed,Spell Card,,Normal,,,,TRUE
Scrap Dragon,Synchro Monster,8,Dragon,EARTH,2800,2000,FALSE
Patrol Robo,Effect Monster,3,Machine,EARTH,1100,900,TRUE
Black Magic Ritual,Spell Card,,Ritual,,,,FALSE
Turtle Oath,Spell Card,,Ritual,,,,TRUE
Harpie Lady,Normal Monster,4,Winged Beast,WIND,1300,1400,FALSE
Non Aggression Area,Trap Card,,Normal,,,,TRUE
Yamata Dragon,Spirit Monster,7,Dragon,FIRE,2600,3100,FALSE
Morphtronic Lantron,Tuner Monster,1,Machine,LIGHT,200,200,TRUE
Sea Dragon Lord Gishilnodon,Synchro Monster,5,Sea Serpent,WATER,2300,1800,FALSE
Dangerous Machine Type-6,Spell Card,,Continuous,,,,TRUE
Mecha Phantom Beast Turtletracer,Effect Monster,3,Machine,WIND,500,2000,FALSE
Gem-Knight Crystal,Normal Monster,7,Rock,EARTH,2450,1950,TRUE
Enraged Battle Ox,Effect Monster,4,Beast-Warrior,EARTH,1700,1000,FALSE
Blackwing Armed Wing,Synchro Monster,6,Winged Beast,DARK,2300,1000,TRUE
Don Zaloog,Effect Monster,4,Warrior,DARK,1400,1500,FALSE
Darknight Parshath,Effect Monster,5,Fairy,DARK,1900,1400,TRUE
"Twilight Ninja Getsuga, the Shogun",Effect Monster,8,Warrior,DARK,2000,3000,FALSE
Gagagaguard,Trap Card,,Normal,,,,TRUE
Cyber Kirin,Effect Monster,3,Machine,LIGHT,300,800,FALSE
Sonata the Melodious Diva,Effect Monster,3,Fairy,LIGHT,1200,1000,TRUE
Laser Cannon Armor,Spell Card,,Equip,,,,FALSE
Superheavy Samurai Swordsman,Effect Monster,3,Machine,EARTH,1000,1800,TRUE
Power of Kaishin,Spell Card,,Equip,,,,FALSE
Assault Mercenary,Effect Monster,4,Warrior,EARTH,1800,300,TRUE
Pyramid Turtle,Effect Monster,4,Zombie,EARTH,1200,1400,FALSE
Svartalf of the Nordic Alfar,Tuner Monster,5,Spellcaster,DARK,1400,1600,TRUE
Inaba White Rabbit,Spirit Monster,3,Beast,EARTH,700,500,FALSE
Clock Resonator,Tuner Monster,3,Fiend,EARTH,1200,600,TRUE
Galaxy Wave,Spell Card,,Continuous,,,,FALSE
Dinomist Charge,Spell Card,,Continuous,,,,TRUE
Manticore of Darkness,Effect Monster,6,Beast-Warrior,FIRE,2300,1000,FALSE
Magnet Conversion,Trap Card,,Normal,,,,TRUE
Vanguard of the Dragon,Effect Monster,4,Dragon,EARTH,1700,1300,FALSE
Zoodiac Thoroughblade,Effect Monster,4,Beast-Warrior,EARTH,1600,0,TRUE
Blackwing - Harmattan the Dust,Effect Monster,2,Winged Beast,DARK,800,800,FALSE
Djinn Cursenchanter of Rituals,Effect Monster,4,Fiend,DARK,1700,1000,TRUE
Berfomet,Effect Monster,5,Fiend,DARK,1400,1800,FALSE
Morphtronic Forcefield,Trap Card,,Counter,,,,TRUE
Cyber Angel Benten,Ritual Effect Monster,6,Fairy,LIGHT,1800,1500,FALSE
Chainsaw Insect,Effect Monster,4,Insect,EARTH,2400,0,TRUE
XX-Saber Garsem,Effect Monster,4,Beast,EARTH,1400,400,FALSE
Wind-Up Arsenal Zenmaioh,XYZ Monster,5,Machine,WIND,2600,1900,TRUE
Synkron Resonator,Tuner Monster,1,Fiend,DARK,100,100,FALSE
Krystal Dragon,Effect Monster,6,Dragon,LIGHT,2500,1000,TRUE
Flamvell Grunika,Effect Monster,4,Dragon,FIRE,1700,200,FALSE
Sasuke Samurai 3,Effect Monster,3,Warrior,LIGHT,1000,1000,TRUE
Vulcan Dragni the Cubic King,Effect Monster,3,Fairy,FIRE,0,0,FALSE
B-Buster Drake,Union Effect Monster,4,Machine,LIGHT,1500,1800,TRUE
Magic Jammer,Trap Card,,Counter,,,,FALSE
Terrene Toothed Tsuchinoko,Effect Monster,3,Reptile,EARTH,1600,500,TRUE
Fortress Whale's Oath,Spell Card,,Ritual,,,,FALSE
Fiend Kraken,Normal Monster,4,Aqua,WATER,1200,1400,TRUE
The Phantom Knights of Shadow Veil,Trap Card,,Normal,,,,FALSE
Gale Lizard,Flip Effect Monster,4,Reptile,WATER,1400,700,TRUE
Black Luster Soldier - Envoy of the Evening Twilight,Effect Monster,8,Warrior,DARK,3000,2500,FALSE
Sinister Shadow Games,Trap Card,,Normal,,,,TRUE
Thunder Unicorn,Synchro Monster,5,Beast,LIGHT,2200,1800,FALSE
Soul of Purity and Light,Effect Monster,6,Fairy,LIGHT,2000,1800,TRUE
Dark Bribe,Trap Card,,Counter,,,,FALSE
Evilswarm Heliotrope,Normal Monster,4,Rock,DARK,1950,650,TRUE
"Raiden, Hand of the Lightsworn",Tuner Monster,4,Warrior,LIGHT,1700,1000,FALSE
Disturbance Strategy,Trap Card,,Normal,,,,TRUE
Future Fusion,Spell Card,,Continuous,,,,FALSE
Acid Crawler,Normal Monster,3,Insect,EARTH,900,700,TRUE
Masked Clown,Normal Monster,2,Warrior,DARK,500,700,FALSE
Pseudo Space,Spell Card,,Field,,,,TRUE
Jinzo,Effect Monster,6,Machine,DARK,2400,1500,FALSE
Jinzo,Effect Monster,6,Machine,DARK,2400,1500,TRUE
Psychic Emperor,Effect Monster,6,Psychic,LIGHT,2400,1000,FALSE
Phantom Dewan,Normal Monster,2,Spellcaster,DARK,700,600,TRUE
Destiny HERO - Captain Tenacious,Effect Monster,3,Warrior,DARK,800,800,FALSE
Reverse Trap,Trap Card,,Normal,,,,TRUE
Cyberdark Edge,Effect Monster,4,Machine,DARK,800,800,FALSE
Googly-Eyes Drum Dragon,XYZ Monster,8,Machine,EARTH,3000,2500,TRUE
Pendulum Reborn,Trap Card,,Normal,,,,FALSE
Trial of Nightmare,Normal Monster,4,Fiend,DARK,1300,900,TRUE
Evilswarm Coppelia,Effect Monster,6,Machine,DARK,2450,2050,FALSE
Shien's Scheme,Trap Card,,Normal,,,,TRUE
Destructive Draw,Trap Card,,Continuous,,,,FALSE
Meklord Factory,Trap Card,,Normal,,,,TRUE
Darkfire Soldier 2,Normal Monster,4,Pyro,FIRE,1700,1100,FALSE
Soul Reversal,Spell Card,,Quick-Play,,,,TRUE
Deep Sea Diva,Tuner Monster,2,Sea Serpent,WATER,200,400,FALSE
Gladiator Beast Laquari,Effect Monster,4,Beast-Warrior,FIRE,1800,400,TRUE
Zoodiac Ratpier,Effect Monster,4,Beast-Warrior,EARTH,0,0,FALSE
Ironhammer the Giant,Effect Monster,8,Rock,EARTH,900,3500,TRUE
Scrubbed Raid,Trap Card,,Continuous,,,,FALSE
Abyss-scorn,Trap Card,,Normal,,,,TRUE
Chimeratech Fortress Dragon,Fusion Monster,8,Machine,DARK,0,0,FALSE
Super Soldier Soul,Effect Monster,1,Warrior,EARTH,0,0,TRUE
D-Boyz,Flip Effect Monster,1,Fiend,DARK,100,1000,FALSE
Oracle of the Herald,Spell Card,,Ritual,,,,TRUE
Chain Energy,Spell Card,,Continuous,,,,FALSE
Ninjitsu Art Notebook,Spell Card,,Continuous,,,,TRUE
Spiritual Wind Art - Miyabi,Trap Card,,Normal,,,,FALSE
Ojama Black,Normal Monster,2,Beast,LIGHT,0,1000,TRUE
Gauntlet Warrior,Effect Monster,3,Warrior,EARTH,400,1600,FALSE
Rainbow Dark Dragon,Effect Monster,10,Dragon,DARK,4000,0,TRUE
Black Stego,Effect Monster,4,Dinosaur,EARTH,1200,2000,FALSE
Graydle Slime Jr.,Tuner Monster,2,Aqua,WATER,0,2000,TRUE
Assault Mode Activate,Trap Card,,Normal,,,,FALSE
Magician's Valkyria,Effect Monster,4,Spellcaster,LIGHT,1600,1800,TRUE
Cyber Harpie Lady,Effect Monster,4,Winged Beast,WIND,1800,1300,FALSE
Crimson Blader,Synchro Monster,8,Warrior,FIRE,2800,2600,TRUE
Speedroid Razorang,Effect Monster,4,Machine,WIND,2000,0,FALSE
Dimension Mirage,Trap Card,,Continuous,,,,TRUE
Hymn of Light,Spell Card,,Ritual,,,,FALSE
Kageningen,Normal Monster,2,Warrior,DARK,800,600,TRUE
Ultimate Offering,Trap Card,,Continuous,,,,FALSE
Ultimate Offering,Trap Card,,Continuous,,,,TRUE
Flower Cardian Paulownia,Effect Monster,12,Warrior,DARK,100,100,FALSE
Spyder Spider,Effect Monster,4,Insect,EARTH,1500,1000,TRUE
Evolsaur Cerato,Effect Monster,4,Dinosaur,FIRE,1900,1400,FALSE
Scarlight Red Dragon Archfiend,Synchro Monster,8,Dragon,DARK,3000,2500,TRUE
Snake Deity's Command,Trap Card,,Counter,,,,FALSE
Odd-Eyes Meteorburst Dragon,Synchro Monster,7,Dragon,FIRE,2500,2000,TRUE
Stygian Dirge,Trap Card,,Continuous,,,,FALSE
Ancient Jar,Normal Monster,1,Rock,EARTH,400,200,TRUE
Soul Taker,Spell Card,,Normal,,,,FALSE
Needle Worm,Flip Effect Monster,2,Insect,EARTH,750,600,TRUE
Gem-Knight Lazuli,Effect Monster,1,Rock,EARTH,600,100,FALSE
Hiro's Shadow Scout,Flip Effect Monster,2,Fiend,DARK,650,500,TRUE
Destiny HERO - Dasher,Effect Monster,6,Warrior,DARK,2100,1000,FALSE
Evoltile Westlo,Flip Effect Monster,3,Reptile,FIRE,700,1900,TRUE
Swift Birdman Joe,Effect Monster,6,Winged Beast,WIND,2300,1400,FALSE
Wattpheasant,Effect Monster,4,Thunder,LIGHT,1000,800,TRUE
Ghostrick Specter,Effect Monster,1,Fiend,DARK,600,0,FALSE
Fortune Lady Wind,Effect Monster,3,Spellcaster,WIND,0,0,TRUE
Backfire,Trap Card,,Continuous,,,,FALSE
Light of Destruction,Trap Card,,Continuous,,,,TRUE
Grandmaster of the Six Samurai,Effect Monster,5,Warrior,EARTH,2100,800,FALSE
Scramble!! Scramble!!,Spell Card,,Quick-Play,,,,TRUE
Numen erat Testudo,Effect Monster,5,Aqua,WATER,1800,0,FALSE
Parallel Twister,Spell Card,,Normal,,,,TRUE
Ancient Gear Golem,Effect Monster,8,Machine,EARTH,3000,3000,FALSE
Hazy Pillar,Spell Card,,Continuous,,,,TRUE
Elemental HERO Tempest,Fusion Monster,8,Warrior,WIND,2800,2800,FALSE
Zero Gravity,Trap Card,,Normal,,,,TRUE
Scrap Goblin,Tuner Monster,3,Beast-Warrior,EARTH,0,500,FALSE
Lunalight Tiger,Pendulum Effect Monster,3,Beast-Warrior,LIGHT,1200,800,TRUE
Stim-Pack,Spell Card,,Equip,,,,FALSE
Two Thousand Needles,Effect Monster,5,Beast,EARTH,2000,1800,TRUE
Edge Hammer,Trap Card,,Normal,,,,FALSE
Lycanthrope,Ritual Effect Monster,6,Beast-Warrior,EARTH,2400,1800,TRUE
"Zefrasaber, Swordmaster of the Nekroz",Pendulum Effect Monster,4,Spellcaster,WATER,1500,800,FALSE
Attack of the Cornered Rat,Trap Card,,Continuous,,,,TRUE
Level Conversion Lab,Trap Card,,Normal,,,,FALSE
Gorgonic Guardian,XYZ Monster,3,Rock,DARK,1600,1200,TRUE
Wattjustment,Spell Card,,Equip,,,,FALSE
Armed Samurai - Ben Kei,Effect Monster,4,Warrior,DARK,500,800,TRUE
Graydle Combat,Trap Card,,Counter,,,,FALSE
Des Frog,Effect Monster,5,Aqua,WATER,1900,0,TRUE
Ghostrick Yeti,Effect Monster,3,Zombie,DARK,300,2000,FALSE
Barrier Statue of the Abyss,Effect Monster,4,Fiend,DARK,1000,1000,TRUE
Steelswarm Caucastag,Effect Monster,8,Fiend,DARK,2800,0,FALSE
Cell Explosion Virus,Trap Card,,Normal,,,,TRUE
Pahunder,Effect Monster,4,Thunder,LIGHT,1300,600,FALSE
Delg the Dark Monarch,Effect Monster,6,Spellcaster,DARK,2400,1000,TRUE
Gravity Bind,Trap Card,,Continuous,,,,FALSE
Worm Gulse,Effect Monster,4,Reptile,LIGHT,1500,300,TRUE
Darklord Asmodeus,Effect Monster,8,Fairy,DARK,3000,2500,FALSE
Asmo Token,Token,,Fairy,,,,TRUE
Deus Token,Token,,Fairy,,,,FALSE
Reboot,Spell Card,,Normal,,,,TRUE
Legendary Knight Critias,Effect Monster,8,Warrior,LIGHT,2800,1800,FALSE
Cure Mermaid,Effect Monster,4,Fish,WATER,1500,800,TRUE
Tuner's High,Spell Card,,Normal,,,,FALSE
Ghostrick Night,Trap Card,,Continuous,,,,TRUE
Xyz Energy,Spell Card,,Normal,,,,FALSE
Magical Mallet,Spell Card,,Normal,,,,TRUE
Hero's Rule 2,Trap Card,,Counter,,,,FALSE
Ally of Justice Thousand Arms,Effect Monster,4,Machine,DARK,1700,0,TRUE
Chain Ignition,Trap Card,,Continuous,,,,FALSE
Ancient Gear Howitzer,Fusion Monster,8,Machine,EARTH,1000,1800,TRUE
Knight's Title,Spell Card,,Normal,,,,FALSE
